Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Amount_in_tonnes,6205000,6207555,6237006,6191860,6051700,6091120,5490000,5475000,2920000,5475000,3864960,339450,254590,169725
